"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","High_satisfaction","Low_satisfaction","MonthlyIncome_scaled","NumCompaniesWorked_scaled","TotalWorkingYears_scaled","TrainingTimesLastYear_scaled","YearsAtCompany_scaled","YearsInCurrentRole_scaled","YearsSinceLastPromotion_scaled","YearsWithCurrManager_scaled","Age_scaled","DailyRate_scaled","DistanceFromHome_scaled","HourlyRate_scaled","MonthlyRate_scaled","PercentSalaryHike_scaled","MonthlyIncome_discret","NumCompaniesWorked_discret","TotalWorkingYears_discret","TrainingTimesLastYear_discret","YearsAtCompany_discret","YearsInCurrentRole_discret","YearsSinceLastPromotion_discret","YearsWithCurrManager_discret","Age_discret","DailyRate_discret","DistanceFromHome_discret","HourlyRate_discret","MonthlyRate_discret","PercentSalaryHike_discret"
26,"0","Non-Travel",786,"Research & Development",7,"3","Medical","4","Male",76,"3",1,"Laboratory Technician","4","Single",2570,11925,1,"Y","0",20,"4","3","0",7,5,"3",7,7,5,7,"1","0",0.172639113038662,0.333333333333333,0.418330013267038,0.912870929175277,0.418330013267038,0.623609564462324,0.577350269189626,0.641688947919748,0.19047619047619,0.489620615604868,0.214285714285714,0.657142857142857,0.394740012045774,0.642857142857143,"[0,0.272)","[0.167,0.43)","[0.281,0.441)","[0.88,1]","[0.284,0.448)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0,0.255)","[0.483,0.739)","[0.161,0.43)","[0.509,0.756)","[0.247,0.497)","[0.62,1]"
55,"0","Travel_Rarely",1441,"Research & Development",22,"3","Technical Degree","1","Male",94,"2",1,"Research Scientist","2","Divorced",3537,23737,5,"Y","0",12,"3","4","1",8,1,"3",4,2,1,2,"0","0",0.252687178796079,0.74535599249993,0.447213595499958,0.408248290463863,0.316227766016838,0.333333333333333,0.258198889747161,0.342997170285018,0.880952380952381,0.95848246241947,0.75,0.914285714285714,0.869022284681791,0.0714285714285714,"[0,0.272)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.681,1]","[0.739,1]","[0.729,1]","[0.756,1]","[0.745,1]","[0,0.117)"
34,"0","Travel_Rarely",1157,"Research & Development",5,"2","Medical","2","Male",57,"2",2,"Laboratory Technician","4","Married",3986,11912,1,"Y","0",14,"3","3","1",15,3,"4",15,10,4,13,"0","0",0.286084273737943,0.333333333333333,0.612372435695794,0.707106781186548,0.612372435695794,0.74535599249993,0.516397779494322,0.874474632195206,0.380952380952381,0.755189692197566,0.142857142857143,0.385714285714286,0.394218028508332,0.214285714285714,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.843,1]","[0.255,0.448)","[0.739,1]","[0,0.161)","[0.261,0.509)","[0.247,0.497)","[0.117,0.332)"
60,"0","Travel_Rarely",370,"Research & Development",1,"4","Medical","3","Male",92,"1",3,"Healthcare Representative","4","Divorced",10883,20467,3,"Y","0",20,"4","3","1",19,2,"4",1,0,0,0,"0","0",0.661694781080473,0.577350269189626,0.689202437604511,0.577350269189626,0.158113883008419,0,0,0,1,0.191839656406586,0,0.885714285714286,0.737723348725156,0.642857142857143,"[0.484,0.744)","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.681,1]","[0,0.236)","[0,0.161)","[0.756,1]","[0.497,0.745)","[0.62,1]"
33,"0","Travel_Rarely",267,"Research & Development",21,"3","Medical","2","Male",79,"4",1,"Laboratory Technician","2","Married",2028,13637,1,"Y","0",18,"3","4","3",14,6,"3",14,11,2,13,"0","0",0.121004927821083,0.333333333333333,0.591607978309962,1,0.591607978309962,0.781735959970572,0.365148371670111,0.874474632195206,0.357142857142857,0.118110236220472,0.714285714285714,0.7,0.463481228668942,0.5,"[0,0.272)","[0.167,0.43)","[0.441,0.629)","[0.88,1]","[0.448,0.633)","[0.748,1]","[0.153,0.46)","[0.843,1]","[0.255,0.448)","[0,0.236)","[0.43,0.729)","[0.509,0.756)","[0.247,0.497)","[0.332,0.62)"
37,"0","Travel_Frequently",1278,"Sales",1,"4","Medical","3","Male",31,"1",2,"Sales Executive","4","Divorced",9525,7677,1,"Y","0",14,"3","3","2",6,2,"2",6,3,1,3,"0","0",0.600360317757333,0.333333333333333,0.387298334620742,0.577350269189626,0.387298334620742,0.408248290463863,0.258198889747161,0.420084025208403,0.452380952380952,0.841803865425913,0,0.0142857142857143,0.224171853041558,0.214285714285714,"[0.484,0.744)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.448,0.681)","[0.739,1]","[0,0.161)","[0,0.261)","[0,0.247)","[0.117,0.332)"
34,"0","Travel_Rarely",678,"Research & Development",19,"3","Life Sciences","2","Female",35,"2",1,"Research Scientist","4","Married",2929,20338,1,"Y","0",12,"3","2","0",10,3,"3",10,9,8,7,"0","0",0.203874621456657,0.333333333333333,0.5,0.707106781186548,0.5,0.707106781186548,0.730296743340222,0.641688947919748,0.380952380952381,0.412312097351467,0.642857142857143,0.0714285714285714,0.732543665930536,0.0714285714285714,"[0,0.272)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.255,0.448)","[0.236,0.483)","[0.43,0.729)","[0,0.261)","[0.497,0.745)","[0,0.117)"
23,"1","Travel_Rarely",427,"Sales",7,"3","Life Sciences","3","Male",99,"3",1,"Sales Representative","4","Divorced",2275,25103,1,"Y","1",21,"4","2","1",3,2,"3",3,2,0,2,"0","0",0.145296443867327,0.333333333333333,0.273861278752583,0.577350269189626,0.273861278752583,0.333333333333333,0,0.342997170285018,0.119047619047619,0.232641374373658,0.214285714285714,0.985714285714286,0.923870708693034,0.714285714285714,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0,0.255)","[0,0.236)","[0.161,0.43)","[0.756,1]","[0.745,1]","[0.62,1]"
44,"0","Travel_Rarely",921,"Research & Development",2,"3","Life Sciences","3","Female",96,"4",3,"Healthcare Representative","4","Married",7879,14810,1,"Y","1",19,"3","2","1",9,2,"3",8,7,6,7,"0","0",0.519811948905829,0.333333333333333,0.474341649025257,0.577350269189626,0.447213595499958,0.623609564462324,0.632455532033676,0.641688947919748,0.619047619047619,0.586256263421618,0.0357142857142857,0.942857142857143,0.510580204778157,0.571428571428571,"[0.484,0.744)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.448,0.681)","[0.483,0.739)","[0,0.161)","[0.756,1]","[0.497,0.745)","[0.332,0.62)"
35,"0","Travel_Frequently",146,"Research & Development",2,"4","Medical","1","Male",79,"2",1,"Research Scientist","4","Single",4930,13970,0,"Y","1",14,"3","3","0",6,2,"4",5,4,1,4,"0","0",0.350644097562764,0,0.387298334620742,0.577350269189626,0.353553390593274,0.471404520791032,0.258198889747161,0.485071250072666,0.404761904761905,0.031496062992126,0.0357142857142857,0.7,0.476852037743425,0.214285714285714,"[0.272,0.484)","[0,0.167)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0.424,0.687)","[0.255,0.448)","[0,0.236)","[0,0.161)","[0.509,0.756)","[0.247,0.497)","[0.117,0.332)"
43,"0","Travel_Rarely",1179,"Sales",2,"3","Medical","4","Male",73,"3",2,"Sales Executive","4","Married",7847,6069,1,"Y","1",17,"3","1","1",10,3,"3",10,9,8,8,"1","0",0.518166420768993,0.333333333333333,0.5,0.707106781186548,0.5,0.707106781186548,0.730296743340222,0.685994340570035,0.595238095238095,0.770937723693629,0.0357142857142857,0.614285714285714,0.159606504717928,0.428571428571429,"[0.484,0.744)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.448,0.681)","[0.739,1]","[0,0.161)","[0.509,0.756)","[0,0.247)","[0.332,0.62)"
24,"0","Travel_Rarely",581,"Research & Development",9,"3","Medical","3","Male",62,"4",1,"Research Scientist","3","Married",4401,17616,1,"Y","0",16,"3","4","1",5,1,"3",5,3,0,4,"0","0",0.315315165085146,0.333333333333333,0.353553390593274,0.408248290463863,0.353553390593274,0.408248290463863,0,0.485071250072666,0.142857142857143,0.342877594846099,0.285714285714286,0.457142857142857,0.623248343706083,0.357142857142857,"[0.272,0.484)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0.424,0.687)","[0,0.255)","[0.236,0.483)","[0.161,0.43)","[0.261,0.509)","[0.497,0.745)","[0.332,0.62)"
41,"0","Travel_Rarely",918,"Sales",6,"3","Marketing","4","Male",35,"3",3,"Sales Executive","3","Single",9241,15869,1,"Y","0",12,"3","2","0",10,3,"3",10,8,8,7,"0","0",0.586991002520347,0.333333333333333,0.5,0.707106781186548,0.5,0.666666666666667,0.730296743340222,0.641688947919748,0.547619047619048,0.584108804581245,0.178571428571429,0.0714285714285714,0.553101786789801,0.0714285714285714,"[0.484,0.744)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.448,0.681)","[0.483,0.739)","[0.161,0.43)","[0,0.261)","[0.497,0.745)","[0,0.117)"
29,"0","Travel_Rarely",1082,"Research & Development",9,"4","Medical","4","Female",43,"3",1,"Laboratory Technician","3","Married",2974,25412,9,"Y","0",17,"3","3","1",9,2,"3",5,3,1,2,"0","0",0.207651591343601,1,0.474341649025257,0.577350269189626,0.353553390593274,0.408248290463863,0.258198889747161,0.342997170285018,0.261904761904762,0.701503221188261,0.285714285714286,0.185714285714286,0.936277855852239,0.428571428571429,"[0,0.272)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0.483,0.739)","[0.161,0.43)","[0,0.261)","[0.745,1]","[0.332,0.62)"
36,"0","Travel_Rarely",530,"Sales",2,"4","Life Sciences","3","Female",51,"3",2,"Sales Representative","4","Single",4502,7439,3,"Y","0",15,"3","3","0",17,2,"2",13,7,6,7,"0","0",0.322217951238424,0.577350269189626,0.651920240520265,0.577350269189626,0.570087712549569,0.623609564462324,0.632455532033676,0.641688947919748,0.428571428571429,0.306370794559771,0.0357142857142857,0.3,0.214615539048384,0.285714285714286,"[0.272,0.484)","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.255,0.448)","[0.236,0.483)","[0,0.161)","[0.261,0.509)","[0,0.247)","[0.117,0.332)"
45,"0","Non-Travel",1238,"Research & Development",1,"1","Life Sciences","3","Male",74,"2",3,"Healthcare Representative","3","Married",10748,3395,3,"Y","0",23,"4","4","1",25,3,"2",23,15,14,4,"0","0",0.65577559722718,0.577350269189626,0.790569415042095,0.707106781186548,0.758287544405155,0.912870929175277,0.966091783079296,0.485071250072666,0.642857142857143,0.813171080887616,0,0.628571428571429,0.0522385063240313,0.857142857142857,"[0.484,0.744)","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0.633,1]","[0.748,1]","[0.749,1]","[0.424,0.687)","[0.448,0.681)","[0.739,1]","[0,0.161)","[0.509,0.756)","[0,0.247)","[0.62,1]"
24,"1","Travel_Rarely",240,"Human Resources",22,"1","Human Resources","4","Male",58,"1",1,"Human Resources","3","Married",1555,11585,1,"Y","0",11,"3","3","1",1,2,"3",1,0,0,0,"0","0",0.069936287560022,0.333333333333333,0.158113883008419,0.577350269189626,0.158113883008419,0,0,0,0.142857142857143,0.0987831066571224,0.75,0.4,0.381088134912668,0,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0,0.255)","[0,0.236)","[0.729,1]","[0.261,0.509)","[0.247,0.497)","[0,0.117)"
47,"1","Travel_Frequently",1093,"Sales",9,"3","Life Sciences","3","Male",82,"1",4,"Sales Executive","3","Married",12936,24164,7,"Y","0",11,"3","3","0",25,3,"1",23,5,14,10,"0","0",0.747555764372853,0.881917103688197,0.790569415042095,0.707106781186548,0.758287544405155,0.52704627669473,0.966091783079296,0.766964988847371,0.69047619047619,0.709377236936292,0.285714285714286,0.742857142857143,0.88616743625778,0,"[0.744,1]","[0.666,1]","[0.629,1]","[0.312,0.72)","[0.633,1]","[0.501,0.748)","[0.749,1]","[0.687,0.843)","[0.681,1]","[0.483,0.739)","[0.161,0.43)","[0.509,0.756)","[0.745,1]","[0,0.117)"
26,"0","Travel_Rarely",390,"Research & Development",17,"4","Medical","4","Male",62,"1",1,"Laboratory Technician","3","Married",2305,6217,1,"Y","0",15,"3","3","3",3,3,"4",3,2,0,2,"0","0",0.148155055062454,0.333333333333333,0.273861278752583,0.707106781186548,0.273861278752583,0.333333333333333,0,0.342997170285018,0.19047619047619,0.206156048675734,0.571428571428571,0.457142857142857,0.165549086528809,0.285714285714286,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0,0.255)","[0,0.236)","[0.43,0.729)","[0.261,0.509)","[0,0.247)","[0.117,0.332)"
45,"0","Travel_Rarely",1005,"Research & Development",28,"2","Technical Degree","4","Female",48,"2",4,"Research Director","2","Single",16704,17119,1,"Y","0",11,"3","3","0",21,2,"3",21,6,8,6,"0","0",0.888978335365297,0.333333333333333,0.724568837309472,0.577350269189626,0.724568837309472,0.577350269189626,0.730296743340222,0.594088525786005,0.642857142857143,0.64638511095204,0.964285714285714,0.257142857142857,0.603292511543867,0,"[0.744,1]","[0.167,0.43)","[0.629,1]","[0.312,0.72)","[0.633,1]","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.448,0.681)","[0.483,0.739)","[0.729,1]","[0,0.261)","[0.497,0.745)","[0,0.117)"
32,"0","Travel_Frequently",585,"Research & Development",10,"3","Life Sciences","1","Male",56,"3",1,"Research Scientist","3","Married",3433,17360,6,"Y","0",13,"3","1","1",10,3,"2",5,2,1,3,"0","1",0.244653891798523,0.816496580927726,0.5,0.707106781186548,0.353553390593274,0.333333333333333,0.258198889747161,0.420084025208403,0.333333333333333,0.345740873299928,0.321428571428571,0.371428571428571,0.612969283276451,0.142857142857143,"[0,0.272)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0.236,0.483)","[0.161,0.43)","[0.261,0.509)","[0.497,0.745)","[0.117,0.332)"
31,"0","Travel_Rarely",741,"Research & Development",2,"4","Life Sciences","2","Male",69,"3",1,"Laboratory Technician","3","Married",3477,18103,1,"Y","0",14,"3","4","1",6,2,"4",5,2,0,3,"0","0",0.248067236113773,0.333333333333333,0.387298334620742,0.577350269189626,0.353553390593274,0.333333333333333,0,0.420084025208403,0.30952380952381,0.457408732999284,0.0357142857142857,0.557142857142857,0.642802650070267,0.214285714285714,"[0,0.272)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.236,0.483)","[0,0.161)","[0.509,0.756)","[0.497,0.745)","[0.117,0.332)"
41,"0","Non-Travel",552,"Human Resources",4,"3","Human Resources","3","Male",60,"1",2,"Human Resources","2","Married",6430,20794,6,"Y","0",19,"3","2","1",10,4,"3",3,2,1,2,"0","0",0.441597528616065,0.816496580927726,0.5,0.816496580927726,0.273861278752583,0.333333333333333,0.258198889747161,0.342997170285018,0.547619047619048,0.322118826055834,0.107142857142857,0.428571428571429,0.750853242320819,0.571428571428571,"[0.272,0.484)","[0.666,1]","[0.441,0.629)","[0.72,0.88)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.448,0.681)","[0.236,0.483)","[0,0.161)","[0.261,0.509)","[0.745,1]","[0.332,0.62)"
40,"0","Travel_Rarely",369,"Research & Development",8,"2","Life Sciences","2","Female",92,"3",2,"Manufacturing Director","1","Married",6516,5041,2,"Y","1",16,"3","2","1",18,3,"3",1,0,0,0,"0","0",0.446471660665003,0.471404520791032,0.670820393249937,0.707106781186548,0.158113883008419,0,0,0,0.523809523809524,0.191123836793128,0.25,0.885714285714286,0.118329652680185,0.357142857142857,"[0.272,0.484)","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0,0.236)","[0.161,0.43)","[0.756,1]","[0,0.247)","[0.332,0.62)"
24,"0","Travel_Rarely",506,"Research & Development",29,"1","Medical","2","Male",91,"3",1,"Laboratory Technician","1","Divorced",3907,3622,1,"Y","0",13,"3","2","3",6,2,"4",6,2,1,2,"0","0",0.280350035615913,0.333333333333333,0.387298334620742,0.577350269189626,0.387298334620742,0.333333333333333,0.258198889747161,0.342997170285018,0.142857142857143,0.289191123836793,1,0.871428571428571,0.0613531419393696,0.142857142857143,"[0.272,0.484)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0,0.255)","[0.236,0.483)","[0.729,1]","[0.756,1]","[0,0.247)","[0.117,0.332)"
46,"0","Travel_Rarely",717,"Research & Development",13,"4","Life Sciences","3","Male",34,"3",2,"Healthcare Representative","2","Single",5562,9697,6,"Y","0",14,"3","4","0",19,3,"3",10,7,0,9,"0","0",0.390450178937985,0.816496580927726,0.689202437604511,0.707106781186548,0.5,0.623609564462324,0,0.727606875108999,0.666666666666667,0.440229062276306,0.428571428571429,0.0571428571428571,0.305280064244128,0.214285714285714,"[0.272,0.484)","[0.666,1]","[0.629,1]","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0,0.153)","[0.687,0.843)","[0.448,0.681)","[0.236,0.483)","[0.161,0.43)","[0,0.261)","[0.247,0.497)","[0.117,0.332)"
35,"0","Travel_Rarely",1370,"Research & Development",27,"4","Life Sciences","4","Male",49,"3",2,"Manufacturing Director","3","Married",6883,5151,2,"Y","0",16,"3","2","1",17,3,"3",7,7,0,7,"0","0",0.466918908187321,0.471404520791032,0.651920240520265,0.707106781186548,0.418330013267038,0.623609564462324,0,0.641688947919748,0.404761904761905,0.907659269863994,0.928571428571429,0.271428571428571,0.122746436458542,0.357142857142857,"[0.272,0.484)","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0,0.153)","[0.424,0.687)","[0.255,0.448)","[0.739,1]","[0.729,1]","[0.261,0.509)","[0,0.247)","[0.332,0.62)"
30,"0","Travel_Rarely",793,"Research & Development",16,"1","Life Sciences","2","Male",33,"3",1,"Research Scientist","4","Married",2862,3811,1,"Y","0",12,"3","2","1",10,2,"2",10,0,0,8,"0","0",0.198196959485397,0.333333333333333,0.5,0.577350269189626,0.5,0,0,0.685994340570035,0.285714285714286,0.494631352899069,0.535714285714286,0.0428571428571429,0.0689419795221843,0.0714285714285714,"[0,0.272)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0,0.181)","[0,0.153)","[0.424,0.687)","[0.255,0.448)","[0.483,0.739)","[0.43,0.729)","[0,0.261)","[0,0.247)","[0,0.117)"
47,"0","Non-Travel",543,"Sales",2,"4","Marketing","3","Male",87,"3",2,"Sales Executive","2","Married",4978,3536,7,"Y","0",11,"3","4","1",4,3,"1",1,0,0,0,"0","0",0.35375376365249,0.881917103688197,0.316227766016838,0.707106781186548,0.158113883008419,0,0,0,0.69047619047619,0.315676449534717,0.0357142857142857,0.814285714285714,0.0579000200762899,0,"[0.272,0.484)","[0.666,1]","[0.281,0.441)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.681,1]","[0.236,0.483)","[0,0.161)","[0.756,1]","[0,0.247)","[0,0.117)"
46,"0","Travel_Rarely",1277,"Sales",2,"3","Life Sciences","3","Male",74,"3",3,"Sales Executive","4","Divorced",10368,5596,4,"Y","1",12,"3","2","1",13,5,"2",10,6,0,3,"0","0",0.638911635879877,0.666666666666667,0.570087712549569,0.912870929175277,0.5,0.577350269189626,0,0.420084025208403,0.666666666666667,0.841088045812455,0.0357142857142857,0.628571428571429,0.14061433447099,0.0714285714285714,"[0.484,0.744)","[0.666,1]","[0.441,0.629)","[0.88,1]","[0.448,0.633)","[0.501,0.748)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.739,1]","[0,0.161)","[0.509,0.756)","[0,0.247)","[0,0.117)"
36,"1","Travel_Rarely",1456,"Sales",13,"5","Marketing","2","Male",96,"2",2,"Sales Executive","1","Divorced",6134,8658,5,"Y","1",13,"3","2","3",16,3,"3",2,2,2,2,"0","0",0.42456723520864,0.74535599249993,0.632455532033676,0.707106781186548,0.223606797749979,0.333333333333333,0.365148371670111,0.342997170285018,0.428571428571429,0.969219756621331,0.428571428571429,0.942857142857143,0.263561533828548,0.142857142857143,"[0.272,0.484)","[0.666,1]","[0.629,1]","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0.739,1]","[0.161,0.43)","[0.756,1]","[0.247,0.497)","[0.117,0.332)"
32,"1","Travel_Rarely",964,"Sales",1,"2","Life Sciences","1","Male",34,"1",2,"Sales Executive","2","Single",6735,12147,6,"Y","0",15,"3","2","0",10,2,"3",0,0,0,0,"0","0",0.458740369583145,0.816496580927726,0.5,0.577350269189626,0,0,0,0,0.333333333333333,0.617036506800286,0,0.0571428571428571,0.403653884762096,0.285714285714286,"[0.272,0.484)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.483,0.739)","[0,0.161)","[0,0.261)","[0.247,0.497)","[0.117,0.332)"
23,"0","Travel_Rarely",160,"Research & Development",4,"1","Medical","3","Female",51,"3",1,"Laboratory Technician","2","Single",3295,12862,1,"Y","0",13,"3","3","0",3,3,"1",3,2,1,2,"0","0",0.233804055564809,0.333333333333333,0.273861278752583,0.707106781186548,0.273861278752583,0.333333333333333,0.258198889747161,0.342997170285018,0.119047619047619,0.0415175375805297,0.107142857142857,0.3,0.432362979321421,0.142857142857143,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0,0.255)","[0,0.236)","[0,0.161)","[0.261,0.509)","[0.247,0.497)","[0.117,0.332)"
31,"0","Travel_Frequently",163,"Research & Development",24,"1","Technical Degree","4","Female",30,"3",2,"Manufacturing Director","4","Single",5238,6670,2,"Y","0",20,"4","4","0",9,3,"2",5,4,1,4,"1","0",0.370343226420647,0.471404520791032,0.474341649025257,0.707106781186548,0.353553390593274,0.471404520791032,0.258198889747161,0.485071250072666,0.30952380952381,0.0436649964209019,0.821428571428571,0,0.183738205179683,0.642857142857143,"[0.272,0.484)","[0.43,0.666)","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0.424,0.687)","[0.255,0.448)","[0,0.236)","[0.729,1]","[0,0.261)","[0,0.247)","[0.62,1]"
39,"0","Non-Travel",792,"Research & Development",1,"3","Life Sciences","4","Male",77,"3",2,"Laboratory Technician","4","Married",6472,8989,1,"Y","1",15,"3","4","1",9,2,"3",9,8,5,8,"1","0",0.443981964187826,0.333333333333333,0.474341649025257,0.577350269189626,0.474341649025257,0.666666666666667,0.577350269189626,0.685994340570035,0.5,0.493915533285612,0,0.671428571428571,0.276852037743425,0.285714285714286,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.448,0.681)","[0.483,0.739)","[0,0.161)","[0.509,0.756)","[0.247,0.497)","[0.117,0.332)"
